"","IR","WPSFD49207","WPSFD4131","CPIAUCSL","CPILFESL","CIS1010000000000I","GDPCTPI","PCEPILFE","OPHNFB","NPPTTL","ICSA","CCSA","NPPMNF","UNRATE","AWHAETP","AMTMNO","DAUTOSA","TOTALSL","WHLSLRMPCIMSA","RRSFS","RSFSXMV","INDPRO","TCU","INVCMRMTSPL","ACDGNO","ADXTNO","USARGDPQDSNAQ","DPCERE1Q156NBEA","PI","PCE","UMCSENT","GACDISA066MSFRBNY","USSLIND","GAFDFSA066MSFRBPHI","CSCICP03USM665S"
"2014-06-18",0.747262079509117,1.85516862218722,1.09437650341218,1.9336439540733,1.74911472152117,-1.97284154475662,-0.119097359671163,-0.0758058896132804,-0.239477051962222,1.76182793288171,-1.36658458840562,-1.31637292731003,0.188755253860994,-0.645856697613237,1.03193752039847,1.33072056180098,1.84646415257776,1.73597045082991,-0.505822835868721,1.757323150496,1.74428129090742,-0.00870708684341037,0.835884772908383,1.60496782957569,1.96165963104722,0.727709386908934,1.26929356314243,0.732182194227301,1.72219010030329,0.0264960883522384,0.711768337037158,0.145832600378741,1.51445935830118,0.920460450694971,1.38011488416536
"2014-06-19",0.74704338382604,1.85362194660412,1.09392485746457,1.93192406279581,1.74778183967284,-1.97103015875662,-0.119074678718646,-0.0757915732685431,-0.239429503929348,1.76047061519023,-1.31225603236501,-1.36484175027518,0.188718546815662,-0.64568481549951,1.03153736475384,1.33002821097305,1.84493588933331,1.73466249929767,-0.505703543341106,1.7559745278598,1.74295761582255,-0.00870545173968588,0.835618116363809,1.60389033807282,1.95987468989988,0.727500355042025,1.26867121928262,0.731970979652074,1.72090792358033,0.0264911095349959,0.711566951627642,0.145804633907496,1.51352284703506,0.920141138303143,1.37936215351195
"2014-06-20",0.746824880064884,1.85207913336296,1.09347377030399,1.93020875305395,1.74645200056738,-1.96922375344848,-0.119052010719394,-0.075777265031918,-0.23938198420786,1.75911643000692,-1.31158555905198,-1.36410836330882,0.188681861177504,-0.645513070556215,1.03113767431312,1.32933693980083,1.84341141484401,1.73335749998716,-0.505584335181879,1.75462900567285,1.741636949926,-0.00870381755678373,0.835351714886644,1.60281501399305,1.95809461272828,0.727291503223013,1.26804979005335,0.731759947781142,1.7196286066251,0.0264861335233727,0.711365737078528,0.145776683519724,1.51258807116588,0.919822158035447,1.37861065329961
"2014-06-21",0.746606567945086,1.85054016641535,1.09302324077911,1.92849800454279,1.74512519264549,-1.96742230604855,-0.119029355661082,-0.0757629648957545,-0.239334492769673,1.75776536530117,-1.31091611250763,-1.36337615744674,0.188645196925721,-0.64534146260099,1.03073844817559,1.32864674548111,1.84189071348094,1.73205544180903,-0.505465211291634,1.75328657207347,1.74031928183329,-0.00870218429383998,0.835085568070486,1.60174185007955,1.95631937748178,0.727082831193558,1.26742927321642,0.731549098351234,1.71835213882258,0.026481160314735,0.711164693148333,0.145748749200012,1.51165502534055,0.919503509316497,1.37786038017969
"2014-06-22",0.746388447186654,1.8490050298061,1.0925732677419,1.92679179708317,1.74380140440927,-1.96562579391882,-0.119006713531401,-0.0757486728524124,-0.239287029586741,1.75641740910695,-1.31024769011388,-1.36264512952203,0.18860855403954,-0.64516999145181,1.03033968544297,1.3279576252209,1.84037376970528,1.73075631373215,-0.505346171571126,1.75194721526341,1.73900460022019,-0.00870055194999179,0.834819675509838,1.60067083910948,1.95454896224944,0.726874338695837,1.26680966654131,0.731338431099612,1.71707850961281,0.026476189906452,0.710963819596051,0.145720830932973,1.51072370422905,0.919185191572307,1.3771113308163
"2014-06-23",0.746170517510172,1.84747370767255,1.09212385004765,1.92509011062069,1.7424806244218,-1.96383419456572,-0.118984084318059,-0.075734388894261,-0.239239594631056,1.75507254952239,-1.309580289262,-1.36191527637965,0.188571932498219,-0.64499865692699,1.02994138521941,1.32726957623729,1.83886056806764,1.72946010478325,-0.505227215921278,1.75061092350743,1.73769289382223,-0.00869892052437747,0.834554036800108,1.59960197389376,1.95278334525888,0.726666025472548,1.26619096780511,0.731127945764067,1.71580770849055,0.0264712222958967,0.710763116181153,0.145692928703237,1.50979410252435,0.918867204230277,1.37636350188624
"2014-06-24",0.745952778636793,1.84594618424384,1.09167498655493,1.92339292522474,1.74116284130668,-1.96204748563895,-0.118961468008781,-0.0757201130136803,-0.239192187874649,1.75373077470929,-1.30891390735256,-1.36118659487636,0.188535332281043,-0.644827458845183,1.02954354661147,1.32658259575748,1.83735109320743,1.72816680404648,-0.505108344243171,1.74927768513285,1.73638415143436,-0.00869729001613648,0.834288651537604,1.59853524727686,1.95102250487517,0.726457891266901,1.2655731747925,0.730917642082918,1.71453972500491,0.0264662574804456,0.710562582663584,0.145665042495456,1.50886621494224,0.918549546719196,1.3756168900789
"2014-06-25",0.745735230288238,1.84442244384023,1.09122667612562,1.92170022108747,1.73984804374767,-1.96026564493031,-0.118938864591307,-0.0757058452030598,-0.239144809289593,1.75239207289274,-1.30824854179535,-1.36045908188072,0.188498753367325,-0.644656397025376,1.02914616872814,1.32589668101872,1.83584532985219,1.72687640066307,-0.504989556438053,1.74794748852913,1.7350783619105,-0.00869566042440937,0.83402351931953,1.59747065213664,1.94926641959969,0.726249935822624,1.26495628529573,0.730707519795009,1.71327454875899,0.0264612954574783,0.710362218803766,0.145637172294302,1.50794003622121,0.918232218469232,1.37487149209626
"2014-06-26",0.745517872186797,1.84290247087247,1.09077891762482,1.92001197852287,1.73853622048827,-1.95848865037253,-0.118916274053394,-0.0536090389747493,-0.239097458847995,1.75105643236064,-1.36112695794166,-1.39900167835414,0.188462195736407,-0.644485471286895,1.02874925068082,1.32521182926822,1.83434326281691,1.72558888383091,-0.504870852407333,1.74662032214745,1.73377551416319,-0.00869403174833784,0.83375863974399,1.62976779379513,1.94751506806904,0.726042158883957,1.26434029711457,0.730497578639712,1.75155432895756,0.048821816709815,0.710162024362589,0.145609318084467,1.50701556112235,0.917915218911933,1.37412730465278
"2014-06-27",0.745300704055329,1.84138624984107,1.09033170992094,1.9183281779658,1.73722736033128,-1.95671648003813,-0.118893696382815,-0.0535989737936161,-0.239050136522003,1.7497238414633,-1.36040006292495,-1.39822719320914,0.188425659367657,-0.644314681449401,1.0283527915833,1.32452803776316,1.83284487700346,1.72430424280421,-0.504752232052582,1.74529617450027,1.73247559716313,-0.00869240398706471,0.833494012409977,1.62865247751612,1.94576842905397,0.725834560195651,1.26372520805629,0.730287818356921,1.75022078800504,0.0488126548211923,0.690030684094545,0.145581479850666,1.68301849616656,0.917598547480218,1.37338432447538
"2014-06-28",0.745083725617253,1.83987376533568,1.0898850518856,1.916648799971,1.73592145213844,-1.95494911213828,-0.118871131567359,-0.0535889142796225,-0.239002842283805,1.74839428861299,-1.35967433136899,-1.39745399304639,0.188389144240472,-0.644144027332887,1.02795679055175,1.3238453037706,1.83135015739986,1.72302246689309,-0.504633695275534,1.74397503416094,1.73117859993886,-0.00869077713973394,0.833229636917378,1.6275394481029,1.94402648145825,0.725627139502969,1.26311101593562,0.730078238687055,1.74889028856609,0.048803498088592,0.689840042524354,0.145553657577631,1.68181166633722,0.917282203608377,1.37264254830332
"2014-06-29",0.744866936596556,1.83836500203443,1.08943894239367,1.9149738252122,1.73461848483004,-1.95318652502167,-0.118848579594832,-0.0535788604274524,-0.238955576105623,1.74706776228355,-1.35894976017331,-1.39668207431645,0.188352650334279,-0.643973508757682,1.02756124670473,1.32316362456746,1.82985908907972,1.72174354546321,-0.504515241978082,1.74265688976327,1.7298845115763,-0.00868915120549057,0.832965512866965,1.62642869775097,1.94228920431766,0.725419896551682,1.26249771857472,0.72986883937105,1.74756281909646,0.04879434650718,0.689649558895385,0.145525851250117,1.68060742915758,0.916966186732061,1.3719019728882
"2014-06-30",0.744650336717784,1.83685994470324,1.08899338032323,1.91330323448113,1.73331844738447,-1.95142869717341,-0.118826040453057,-0.0535688122317969,-0.238908337959723,1.74574425100992,-1.35822634624897,-1.3959114334836,0.18831617762853,-0.643803125544447,1.02716615916318,1.32248299744048,1.8283716572016,1.72046746793543,-0.504396872062283,1.74134173000112,1.72859332121844,-0.00868752618348081,0.832701639860397,1.6253202186931,1.94055657679888,0.725212831088073,1.26188531380313,0.729659620150367,1.74623836811314,0.0487852000721283,0.689459232989662,0.145498060852898,1.67940577535779,0.916650496288284,1.37116259499388
"2014-07-01",0.744433925706044,1.83535857819521,1.08854836455559,1.91163700868665,1.73202132883787,-1.94967560721392,-0.11880351412987,-0.0535587696873536,-0.238861127818405,1.74442374338777,-1.35750408651856,-1.39514206702575,0.188279726102707,-0.643632877514176,1.0267715270504,1.32180341968614,1.82688784700837,1.71919422378539,-0.504278585430353,1.74002954362799,1.72730501806488,-0.00868590207285194,0.832438017500217,1.62421400319903,1.93882857819846,0.725005942858926,1.26127379945777,0.729450580766983,1.74491692419396,0.0487760587786153,0.689269064589627,0.14547028637077,1.6782066957143,0.916335131715416,1.33749679590724
"2014-07-02",0.744217703287003,1.83386088744997,1.08810389397525,1.90997512885381,1.73072711828375,-1.94792723389782,-0.118781000613126,-0.0535487327888275,-0.238813945654009,1.77702862934774,-1.3567829779161,-1.39437397143439,0.213674230241608,-0.643462764488192,1.02637734949203,1.46211899029303,1.82540764382659,1.7179238025432,-0.504160381984669,1.73872031945663,1.7260195913715,-0.00868427887275239,0.832174645389846,1.62311004357531,1.6491599071033,1.23873425006527,1.26066317338289,0.729241720963391,1.74359847597717,0.0487669226218256,0.689079053478144,0.145442527788547,1.67701018104962,0.916020092453179,1.33679978389892
"2014-07-03",0.744001669186886,1.83236685749305,1.08765996746987,1.90831757612291,1.72943580487256,-1.94618355611288,-0.118758499890695,-0.0535387015309302,-0.238766791438915,1.77564892615447,-1.32040757017433,-1.3739972183802,0.213632494132002,-0.781199093609469,1.02598362561609,1.46126209056012,2.17379215743897,1.71665619379304,-0.504042261627768,1.73741404635861,1.72473703045009,-0.00868265658233168,0.831911523133584,1.62200833216505,1.64801428197205,1.23814779336377,1.26005343343004,0.729033040482603,1.74228301216102,0.0487577915969505,0.688889199438496,0.145414785091064,1.67581622223199,0.915705377942641,1.33610386058595
"2014-07-04",0.743785823132471,1.83087647343524,1.08721658393032,1.90666433174866,1.72814737781136,-1.94444455287893,-0.118736011950464,-0.0535286759083805,-0.238719665145537,1.77427243191768,-1.31973117074006,-1.37325634219097,0.213590782469779,-0.780964179216787,1.0255903545529,1.46040669582811,2.17146987600412,1.71539138717282,-0.503924224262348,1.73611071326398,1.72345732466793,-0.00868103520074046,0.831648650336607,1.62090886134768,1.6468710412627,1.23756216891582,1.25944457745804,0.728824539068143,1.74097052150339,0.0487486656991871,0.688699502254383,0.145387058263178,1.67462481017511,0.915390987626215,1.33540902313707
"2014-07-05",0.743570164851095,1.82938972047198,1.08677374225062,1.90501537709926,1.72686182636341,-1.9427102033468,-0.118713536780334,-0.053518655915904,-0.23867256674633,1.77289913421739,-1.3190558098502,-1.37251666331422,0.213549095231081,-0.780729476644873,1.02519753543515,1.45955280169657,2.16915502197619,1.71412937237382,-0.503806269791265,1.73481030916079,1.72218046344747,-0.00867941472713048,0.831386026604965,1.61981162353875,1.64573017671534,1.23697737475475,1.25883660333293,0.728616216464049,1.73966099282131,0.0487395449237392,0.688509961709921,0.145359347289765,1.67343593583784,0.915076920947654,1.33471526873131
"2014-07-06",0.743354694070645,1.82790658388271,1.08633144132795,1.90337069365551,1.7255791398478,-1.94098048679729,-0.118691074368224,-0.0535086415482331,-0.238625496213788,1.7715290207008,-1.31838148484976,-1.37177817852844,0.213507432392082,-0.780494985575568,1.02480516739784,1.45870040378311,2.16684755584732,1.71287013914034,-0.503688398117534,1.73351282309478,1.72090643626593,-0.0086777951606546,0.831123651545574,1.61871661118971,1.64459168011005,1.23639340892042,1.25822950892798,0.728408072414873,1.73835441499066,0.0487304292658166,0.688320577589644,0.145331652155719,1.6722495902239,0.914763177352044,1.33402259455794
"2014-07-07",0.743139410519561,1.82642704903032,1.0858896800626,1.90173026300994,1.72429930763906,-1.93925538264009,-0.118668624702069,-0.0534986328001073,-0.23857845352044,1.77016207908182,-1.31770819309326,-1.37104088462422,0.213465793928989,-0.780260705691383,1.02441324957828,1.45784949772321,2.16454743840321,1.71161367726934,-0.503570609144329,1.73221824416895,1.71963523265494,-0.0086761765004668,0.830861524766224,1.61762381678768,1.64345554326669,1.23581026945915,1.25762329212361,0.728200106665674,1.73705077694569,0.0487213187206355,0.688131349678499,0.145303972845958,1.67106576438161,0.914449756285804,1.33333099781646
"2014-07-08",0.742924313926832,1.82495110136047,1.08544845735802,1.90009406686596,1.72302231916685,-1.93753487041279,-0.118646187769818,-0.053488629666273,-0.238531438638855,1.76879829714067,-1.31703593194462,-1.37030477840423,0.213424179818041,-0.780026636675494,1.02402178111608,1.45700007917015,2.16225463072035,1.74960858701379,-0.503452902774984,1.7309265615432,1.7183668422002,-0.00867455874572213,0.830599645875566,1.61653323285523,1.64232175804461,1.2352279544237,1.2570179508074,0.727992318962023,1.73575006767867,0.0487122132834184,0.687942277761848,0.145276309345418,1.66988444940357,0.914136657196681,1.33264047571649
"2014-07-09",0.742709404021999,1.82347872640106,1.08500777212076,1.898462087037,1.72174816391552,-1.93581892977985,-0.118623763559439,-0.0534786321414831,-0.238484451541639,1.76743766272332,-1.31636469877722,-1.36956985668314,0.213382590035509,-0.779792778211746,1.02363076115318,1.45615214379493,2.15996909416325,1.74828470265786,-0.503335278912989,1.7296377644339,1.71710125454109,-0.00867294189557677,0.830338014483115,1.6154448519502,1.64119031634241,1.23464646187326,1.25641348287403,0.727784709049999,1.73445227623949,0.0487031129493939,0.687753361625463,0.145248661639054,1.66870563642643,0.913823879533742,1.33195102547778
"2014-07-10",0.742494680535147,1.82200990976158,1.0845676232605,1.89683430544564,1.72047683142378,-1.93410754053157,-0.118601352058913,-0.0534686402204979,-0.238437492201436,1.76608016374114,-1.42255282613206,-1.39821718736304,0.213341024557699,-0.779559129984642,1.02324018883379,1.45530568728616,2.15769079038171,1.74696381928658,-0.503217737461993,1.72835184211357,1.71583845937036,-0.00867132594918799,0.830076630199249,1.61435866666544,1.64006121009773,1.2340657898734,1.25580988622527,0.727577276676186,1.73315739173525,0.048694017713797,0.687564601055531,0.145221029711845,1.66752931663056,0.913511422747375,1.33126264433013
"2014-07-11",0.742280143196909,1.82054463713252,1.08412800968997,1.89521070412278,1.71920831128435,-1.93240068258313,-0.118578953256237,-0.0534586538980841,-0.238390560590927,1.76472578817038,-1.42175181595146,-1.39744774375085,0.213299483360945,-0.779325691679351,1.02285006330441,1.45446070534999,2.15541968130812,1.74564592557922,-0.503100278325803,1.72706878391049,1.71457844643371,-0.00866971090571417,0.829815492635201,1.61327466962863,1.63893443128698,1.23348593649606,1.25520715876995,0.727370021587674,1.73186540332993,0.0486849275718688,0.687375995838649,0.145193413548785,1.6663554812398,0.913199286289282,1.33057532951336
"2014-07-12",0.742065791738462,1.81908289428484,1.08368893032503,1.89359126520684,1.71794259314359,-1.93069833597354,-0.118556567139427,-0.0534486731690155,-0.238343656682832,1.76337452405173,-1.42095215749429,-1.39667956916538,0.213257966421616,-0.7790924629817,1.02246038371382,1.45361719370998,2.15315572915475,1.74433101027475,-0.502982901408381,1.7257885792083,1.71332120552952,-0.00866809676431478,0.829554601403062,1.61219285350206,1.63780997192512,1.23290689981951,1.25460529842388,0.727162943532058,1.73057630024396,0.0486758425188567,0.687187545761821,0.145165813134891,1.66518412152117,0.912887469612477,1.32988907827725
"2014-07-13",0.741851625891526,1.81762466706933,1.08325038408458,1.89197597094288,1.71667966670114,-1.92900048086474,-0.118534193696512,-0.0534386980280726,-0.238296780449907,1.76202635948992,-1.42015384696296,-1.39591266012207,0.213216473716114,-0.778859443578173,1.02207114921305,1.45277514810706,2.15089889641117,1.74301906217143,-0.502865606613847,1.72451121744566,1.71206672650842,-0.00866648352415037,0.829293956115775,1.61111321098241,1.63668782406539,1.23232867792833,1.25400430310991,0.726956042257436,1.72929007175384,0.0486667625500142,0.686999250612462,0.1451382284552,1.66401522878463,0.91257597217128,1.3292038878815
