"","IR","WPSFD49207","WPSFD4131","CPIAUCSL","CPILFESL","CIS1010000000000I","GDPCTPI","PCEPILFE","OPHNFB","NPPTTL","ICSA","CCSA","NPPMNF","UNRATE","AWHAETP","AMTMNO","DAUTOSA","TOTALSL","WHLSLRMPCIMSA","RRSFS","RSFSXMV","INDPRO","TCU","INVCMRMTSPL","ACDGNO","ADXTNO","USARGDPQDSNAQ","DPCERE1Q156NBEA","PI","PCE","UMCSENT","GACDISA066MSFRBNY","USSLIND","GAFDFSA066MSFRBPHI","CSCICP03USM665S"
"2014-05-03",0.826055755473936,1.86422768726869,1.0769455827967,1.80685164347256,1.72966247993276,-2.06197712071799,-0.120154902675458,-0.0764733408421331,-0.0417071364993021,1.75649201333649,-1.0914555953389,-1.18725366606031,0.13983346565888,-0.723744783616482,1.05086367994348,1.5608655476971,1.29775797087745,1.71660682208242,0.47670770115916,1.78895141542243,1.65392894198983,-0.338115146545169,0.742004421501591,1.62289425806484,1.42909422309271,0.713862078151757,1.29895050595817,0.742100237003243,1.78445774150625,0.0267281931235783,0.689580941467431,1.03236974134928,0.538291738848488,1.01894637091345,1.45057921632057
"2014-05-04",0.825790180083095,1.86263416372691,1.07650110373451,1.80537977889424,1.72834359479341,-2.05990919339627,-0.120131612259609,-0.0764586430755311,-0.0416991533697932,1.78985387292531,-1.09099856718906,-1.18670701551866,0.164963790810972,-0.723534031517684,1.05044110716278,1.55984084802239,1.29709237433324,1.71531263192726,0.476595905183598,1.78751610409926,1.65274869268343,-0.338043151472018,0.741784557010658,1.62176765716856,1.42826352968641,0.713656142146328,1.29828352956976,0.741880323954078,1.78303150332889,0.0267230823393612,0.689386501107193,1.0319622041898,0.538159069022353,1.01854949316955,1.44971889789758
"2014-05-05",0.825524860705079,1.86104471995671,1.07605717462684,1.80391150574433,1.72702772233807,-2.05784747579247,-0.12010833538221,-0.0764439537801924,-0.0416911748226666,1.78841728329228,-1.0905421127492,-1.18616111946314,0.164931424270424,-0.723323463443818,1.05001904381141,1.55881816404238,1.29642780097864,1.71402136480773,0.476484187831311,1.78608424229671,1.6515709667178,-0.337971202371312,0.741564887871926,1.62064339949084,1.42743428333877,0.713450384284601,1.29761757967316,0.74166060631817,1.78160867979747,0.0267179744857727,0.689192225150926,1.03155514934769,0.538026497251806,1.01815307887311,1.4488601085599
"2014-05-06",0.825259796928803,1.85945933857911,1.07561379434047,1.80244680944099,1.72571485111447,-2.05579193689031,-0.120085072030149,-0.0764292729479824,-0.0416832008535399,1.78698414758221,-1.09008623081999,-1.18561597615973,0.164899076773974,-0.72311307912721,1.04959748886657,1.55779748915714,1.29576424819475,1.71273300973706,0.47637254901018,1.78465581621959,1.65039575511424,-0.337899299194142,0.741345413796257,1.61952147692004,1.42660647985331,0.71324480430987,1.296952653638,0.741441083806265,1.78018925730825,0.0267128695600129,0.688998113367065,1.03114857587231,0.537894023416113,1.01775712712283,1.44800284378327
"2014-05-07",0.824994988344103,1.85787800231862,1.07517096174545,1.80098567548511,1.72440496973118,-2.05374254588997,-0.120061822190334,-0.0764146005707778,-0.241500012390288,1.78555445197698,-1.08963092020556,-1.18507158387995,0.164866748302956,-0.722902878300731,1.04917644130835,1.55677881679696,1.29510171337206,1.75162510217986,0.476260988628238,1.78323081214979,1.64922304893871,-0.337827441891675,0.741126134495116,1.65228112338507,1.42578011505056,0.713039401965948,1.29628874884334,0.741221756129709,1.77877322233322,0.0267077675592859,0.688804165524502,1.03074248281562,0.537761647394745,1.01736163701986,1.44714709906215
"2014-05-08",0.824730434541739,1.8563006940024,1.07472867571508,1.79952808945974,1.72309806685718,-2.05169927220613,-0.120038585849688,-0.0763999366404658,-0.241451249391365,1.78412818273572,-0.891406257458767,-1.24380637108679,0.164834438838725,-0.722692860697793,1.0487559001197,1.55576214042216,1.29444019391039,1.7502659892844,0.476149506593668,1.78180921644578,1.64805283930156,-0.337755630415148,0.740907049680563,1.65110556468303,1.42495518476798,0.71283417699716,1.29562586267762,0.741002623000447,1.77736056141958,0.0267026684807993,0.688610381392585,1.03033686923217,0.537629369067383,1.01696660766775,1.4462928699096
"2014-05-09",0.824466135113386,1.85472739655953,1.07428693512593,1.79807403702948,1.72179413122153,-2.04966208546608,-0.120015362995153,-0.0763852811489447,-0.241402515919556,1.78270532619428,-0.891101137049394,-1.24320217385592,0.164802148362665,-0.722483026052353,1.0483358642864,1.55474745352291,1.29377968721883,1.74891003545489,0.476038102814803,1.78039101554203,1.64688511735722,-0.337683864715873,0.740688159065252,1.64993251181191,1.42413168485988,0.71262912914835,1.29496399253862,0.740783684131018,1.77595126118922,0.0266975723217648,0.688416760741115,1.02993173417916,0.537497188313914,1.01657203817255,1.44544015185724
"2014-05-10",0.824202089651637,1.85315809302018,1.07384573885775,1.7966235039399,1.72049315161287,-2.04763095550782,-0.11999215361369,-0.0763706340881238,-0.241353811945075,1.78128586876471,-0.890796329784932,-1.24259885637017,0.164769876856184,-0.722273374098907,1.0479163327971,1.55373474961908,1.29312019071572,1.74755722847217,0.475926777200127,1.77897619594849,1.64571987430395,-0.337612144745232,0.740469462362434,1.64876195588182,1.42330961119732,0.712424258164874,1.29430313583342,0.740564939234557,1.77454530833817,0.0266924790793974,0.688223303340346,1.02952707671634,0.53736510501443,1.01617792764267,1.44458894045507
"2014-05-11",0.823938297749998,1.85159276651488,1.07340508579356,1.79517647601692,1.71919511687908,-2.04560585237816,-0.119968957692274,-0.0763559954499231,-0.241305137438174,1.77986979693464,-0.890491835130082,-1.24199641649661,0.164737624300716,-0.722063904572491,1.04749730464326,1.55272402226006,1.29246170182864,1.7462075561831,0.475815529658274,1.77756474425002,1.64455710138354,-0.33754047045468,0.74025095928595,1.64759388804694,1.42248895966801,0.7122195637926,1.29364328997836,0.740346388024789,1.77314268963606,0.0266873887509161,0.688030008960984,1.02912289590606,0.537233119049234,1.015784275189,1.44373923127145
"2014-05-12",0.823674759002884,1.85003140027376,1.07296497481955,1.79373293916628,1.71790001592684,-2.0435867463309,-0.119945775217902,-0.0763413652262733,-0.241256492369151,1.7784570972668,-0.890187652550825,-1.24139485210954,0.16470539067772,-0.721854617208678,1.04707877881919,1.55171526502456,1.29180421799427,1.7448610065002,0.475704360098026,1.77615664710589,1.64339678988103,-0.337468841795746,0.740032649550234,1.6464282995053,1.42166972617627,0.712015045777908,1.29298445239897,0.740128030216032,1.77174339192564,0.0266823013335436,0.687836877374186,1.02871919081327,0.537101230298829,1.01539107992479,1.44289101989294
"2014-05-13",0.684665434621097,1.84847397762575,1.07252540482512,1.79229287937291,1.71660783772124,-2.04157360782497,-0.119922606177586,-0.0763267434091162,-0.241207876708344,1.77704775639847,-0.889883781514418,-1.24079416109046,0.16467317596868,-0.721645511743576,1.04666075432196,1.55070847152046,1.29114773665847,1.74351756740109,0.475593268428315,1.84478368414684,1.75474614568288,-0.337397258720028,0.739814532870308,1.64526518149843,1.42085190664289,0.711810703867687,1.29232662052998,0.739909865523195,1.77034740212221,0.0266772168245061,0.687643908351558,1.02831596050544,0.536969438643927,1.01499834096572,1.44204430192425
"2014-05-14",0.684473995862709,2.06579488165524,1.09107477830638,1.79085628270039,1.71531857128542,-2.03956640752261,-0.119899450558355,-0.0763121299904043,-0.241159290426132,1.77564176104094,-0.889580221489392,-1.24019434132804,0.164640980155106,-0.721436587913831,1.0462432301515,1.54970363538464,1.29049225527614,1.74217722692814,0.475482254558223,1.84323806882195,1.75338406955999,-0.337325721179198,0.739596608961781,1.64410452531112,1.42003549700508,0.711606537809333,1.29166979181523,0.739691893661772,1.76895470721315,0.0266721352210336,0.687451101665154,1.02791320405264,0.536837743965444,1.01460605742985,1.44119907298812
"2014-05-15",0.684282717616382,2.06372561066308,1.09061999476753,1.95187309715058,1.75412595914064,-2.03756511628762,-0.119876308347257,-0.0762975249621008,-0.241110733492939,1.77423909797898,-1.21296648265282,-1.25933961516012,0.164608803218534,-0.721227845456621,1.0458262053105,1.54870075028282,1.28983777131123,1.74083997318794,0.475371318396979,1.84169633223303,1.75202516064678,-0.150523488523926,0.791704087449477,1.64294632227116,1.41922049321638,0.711402547350751,1.29101396370765,0.739474114347845,1.76756529425739,0.02666705652036,0.687258457087476,0.997534310180208,0.536706146144499,1.01421422843763,1.44035532872522
"2014-05-16",0.684091599657923,2.06166254598196,1.09016577951732,1.95008829591833,1.75276612516105,-2.0355697051835,-0.119853179531358,-0.0762829283161797,-0.241062205879227,1.77283975407035,-1.2123963088835,-1.2587201918647,0.164576645140523,-0.721019284109654,1.04540967880442,1.54769980990936,1.28918428223669,1.73950579435091,0.47526045985396,1.84015845818419,1.7506694066877,-0.150494209302544,0.791459087414228,1.64179056374903,1.41840689124655,0.711198732240352,1.29035913366921,0.739256527298081,1.76617915038489,0.0266619807197227,0.687065974391472,0.997155737549524,0.536574645062418,1.01382285311189,1.4395130647941
"2014-05-17",0.683900641763579,2.05960565664967,1.08971213137314,1.94830838224681,1.75140944909481,-2.03358014547179,-0.11983006409774,-0.0762683400446258,-0.241013707555502,1.77144371624523,-1.21182693851426,-1.25810168179612,0.16454450590266,-0.720810903611173,1.04499364964152,1.54670080798714,1.28853178553441,1.73817467865085,0.475149678838692,1.83862443057406,1.74931679549353,-0.15046494716053,0.791214314718062,1.64063724115765,1.41759468708154,0.710995092227049,1.2897052991709,0.739039132229732,1.76479626279618,0.0266569078163626,0.686873653350535,0.996777595660996,0.536443240600727,1.01343193057782,1.43867227687102
"2014-05-18",0.683709843710032,2.05755491191982,1.08925904915583,1.94653333386948,1.75005591873811,-2.03159640861026,-0.119806962033502,-0.0762537601394346,-0.240965238492309,1.77005097150577,-1.21125836966009,-1.25748408271252,0.164512385486555,-0.720602703699946,1.0445781168328,1.54570373826735,1.2878802786952,1.73684661438447,0.475038975260848,1.8370942333951,1.74796731494084,-0.150435702081285,0.790969769009588,1.63948634595213,1.41678387672333,0.710791627060259,1.28905245769265,0.738821928860627,1.76341661876182,0.0266518378075246,0.686681493738501,0.996399883698366,0.536311932641158,0.532969622501198,1.43783296064992
"2014-05-19",0.683519205274401,2.0555102812599,1.08880653168966,1.94476312866153,1.74870552195307,-2.02961846625121,-0.119783873325763,-0.0762391885926123,-0.240916798660239,1.76866150692552,-1.21069060044217,-1.25686739237977,0.164480283873844,-0.720394684115273,1.04416307939202,1.54470859452935,1.28722975921876,1.73552158991102,0.474928349030248,1.83556785073286,1.74662095297159,-0.150406474048235,0.790725449938175,1.63833786962946,1.41597445618994,0.710588336489903,1.28840060672332,0.738604916909181,1.76204020562193,0.0266467706904571,0.686489495329651,0.996022600847541,0.536180721065643,0.532839590634446,1.43699511184232
"2014-05-20",0.68332872623424,2.05347173434939,1.08835457780231,1.94299774463878,1.74735824666728,-2.0276462902398,-0.119760797961656,-0.0762246253961757,-0.240868388029919,1.76727530964897,-1.21012362898784,-1.25625160857138,0.164448201046188,-0.720186844596977,1.04374853633568,1.54371537058049,1.28658022461359,1.73419959365178,0.47481780005686,1.83404526676531,1.74527769759266,-0.150377263044825,0.79048135715395,1.63719180372829,1.41516642151525,0.710385220266399,1.28774974376067,0.738388096094383,1.76066701078571,0.0266417064624122,0.686297657898704,0.995645746296584,0.536049605756318,0.532709653903589,1.43615872617719
"2014-05-21",0.683138406367535,2.05143924107786,1.08790318632488,1.94123715995649,1.74601408087333,-2.0256798526123,-0.119737735928335,-0.0762100705421525,-0.240820006572021,1.76589236689103,-1.20955745343057,-1.25563672906849,0.164416136985274,-0.719979184885409,1.04333448668301,1.54272406025598,1.28593167239701,1.73288061408973,0.474707328250797,1.83252646576214,1.7439375368754,-0.150348069054524,0.790237490307796,1.63604813982863,1.41435976874901,0.710182278140667,1.28709986631128,0.738171466135803,1.75929702173095,0.0266366451206456,0.686105981220823,0.995269319235707,0.53591858659552,0.532579812192668,1.4353237994009
"2014-05-22",0.682948245452707,2.04941277154311,1.08745235609184,1.93948135290825,1.7446730126284,-2.0237191255945,-0.119714687212968,-0.0761955240225807,-0.240771654257257,1.76451266593656,-1.62212552680308,-1.26488709611201,0.164384091672811,-0.719771704721443,1.04292092945596,1.5417346574187,1.28528410009509,1.73156463976905,0.47459693352232,1.83101143208411,1.74260045895519,-0.150318892060825,0.78999384905135,1.63490686955163,1.41355449395668,0.709979509864123,1.28645097189052,0.737955026753584,1.75793022600352,0.0266315866624167,0.685914465071609,0.994893318857265,0.535787663465787,0.532450065385921,1.4344903272771
"2014-05-23",0.682758243268607,2.0473922960493,1.08700208594105,1.93773030192481,1.74333503005375,-2.02176408160002,-0.119691651802742,-0.0761809858295094,-0.24072333105638,1.76313619413982,-1.621008342103,-1.2642632379743,0.164352065090537,-0.719564403846475,1.04250786367919,1.54074715595906,1.2846375052426,1.73025165929473,0.474486615781835,1.8295001501823,1.74126645203098,-0.150289732047241,0.789750433036999,1.6337679845593,1.41275059321941,0.709776915188681,1.28580305802256,0.737738777668445,1.75656661121694,0.0266265310849886,0.685723109227101,0.994517744355746,0.535656836249858,0.532320413367785,1.43365830558666
"2014-05-24",0.682568399594518,2.04537778510515,1.08655237471374,1.93598398557304,1.74200012133436,-2.01981469322866,-0.119668629684861,-0.0761664559549979,-0.240675036940184,1.76176293892406,-1.61989346273125,-1.26364030212124,0.164320057220211,-0.719357282002423,1.04209528838008,1.53976154979481,1.283991885383,1.72894166133218,0.474376374939894,1.82799260459754,1.7399355043649,-0.150260588997309,0.789507241917881,1.63263147655425,1.41194806263392,0.709574493866749,1.28515612224025,0.737522718601677,1.7552061650519,0.0266214783856279,0.685531913463776,0.994142594927768,0.535526104830673,0.532190856022894,1.43282773012754
"2014-05-25",0.682378714210151,2.04336920942212,1.08610322125449,1.93424238255478,1.74066827471841,-2.01787093326484,-0.119645620846546,-0.0761519343911163,-0.240626771879505,1.76039288778097,-1.61878088077014,-1.26301828628253,0.164288068043621,-0.719150338931723,1.04168320258868,1.53877783287091,1.28334723806836,1.72763463460678,0.474266210907196,1.82648877995964,1.73860760428175,-0.150231462894586,0.789264275347881,1.63149733727942,1.41114689831246,0.709372245651231,1.28451016208515,0.73730684927514,1.75384887525576,0.0266164285616049,0.685340877558546,0.993767869772066,0.535395469091372,0.532061393236076,1.43199859671474
"2014-05-26",0.682189186895646,2.04136653991263,1.08565462441121,1.93250547170575,1.73933947851691,-2.01593277467598,-0.119622625275036,-0.0761374211299452,-0.240578535845219,1.75902602827027,-1.61767058834002,-1.26239718819573,0.164256097542575,-0.718943574377332,1.04127160533774,1.53779599915938,1.28270356085938,1.72633056790349,0.474156123594581,1.82498866098683,1.73728274016865,-0.150202353722656,0.789021532981628,1.6303655585179,1.41034709638267,0.709170170295523,1.28386517510745,0.737091169411269,1.75249472964212,0.0266113816101936,0.685150001288759,0.99339356808949,0.535264928915292,0.531932024892358,1.43117090118019
"2014-05-27",0.681999817431572,2.03936974768826,1.08520658303517,1.93077323199448,1.73801372110324,-2.01400019061091,-0.119599642957586,-0.0761229161635758,-0.240530328808242,1.75766234801915,-1.61656257759901,-1.26177700560616,0.16422414569891,-0.718736988082723,1.04086049566268,1.53681604265914,1.28206085132529,1.72502945006644,0.474046112913038,1.82349223248504,1.73596090047456,-0.150173261465119,0.788779014474496,1.62923613209259,1.40954865298756,0.708968267553511,1.28322115886595,0.736875678733061,1.75114371609034,0.0266063375286715,0.684959284432197,0.993019689082995,0.535134484185973,0.531802750876962,1.43034463937266
"2014-05-28",0.68181060559892,2.03737880405804,1.08475909598091,1.92904564252125,1.73669099091271,-2.01207315439831,-0.119576673881468,-0.0761084194841098,-0.240482150739533,1.75630183472189,-1.61545684074277,-1.26115773626688,0.164192212494485,-0.718530579791884,1.04044987260156,1.53583795739581,1.28141910704385,1.72373126999855,0.473936178773699,1.82199947934727,1.73464207370988,-0.150144186105603,0.7885367194826,1.628109049866,1.40875156428541,0.708766537179573,1.282578110928,0.736660376964084,1.7497958225451,0.0266012963143197,0.684768726767074,0.992646231957635,0.53500413478715,0.531673571075303,1.4295198071577
"2014-05-29",0.681621551179111,2.03539368052669,1.08431216210632,1.927322682517,1.73537127644217,-2.01015163954518,-0.119553718033973,-0.0760939310836596,-0.24043400161009,1.75494447613931,-1.20210268557547,-1.29996449271747,0.164160297911185,-0.718324349249319,1.04003973519514,1.53486173742163,1.2807783256013,1.7224360166611,0.473826321087841,1.82051038655297,1.73332624844602,-0.150115127627755,0.788294647662793,1.62698430374,1.40795582644969,0.708564978928577,1.28193602886949,0.73644526382847,1.74845103701594,0.026596257964423,0.684578328072036,0.992273195920556,1.53356247078929,0.531544485372993,1.42869640041751
"2014-05-30",0.681432653953986,2.03341434879294,1.08386578027256,1.92560433134232,1.73405456624957,-2.0082356197353,-0.119530775402406,-0.0760794509543479,-0.240385881390952,1.75359026009838,-1.2015465770823,-1.29930291481689,0.164128401930919,-0.718118296200045,1.03963008248679,1.53388737681526,1.28013850459231,1.72114367907337,0.473716539766882,1.81902493916737,1.73201341331499,-0.150086086015244,0.788052798672667,1.62586188565558,1.40716143566899,0.708363592555876,1.28129491027481,0.736230339050913,1.74710934757682,0.0265912224762697,0.715627448001784,0.991900580180988,1.53259009070756,0.531415493655838,1.42787441505088
"2014-05-31",0.681243913705813,2.03144078074779,1.08341994934406,1.92389056848638,1.73274084895354,-2.00632506882772,-0.119507845974093,-0.0760649790883079,-0.240337790053199,1.75223917449171,-1.20099123975899,-1.29864234607876,0.164096524535623,-0.717912420389588,1.03922091352253,1.53291486968165,1.27949964161997,1.7198542463122,0.473606834722388,1.81754312234091,1.730703557009,-0.150057061251762,0.787811172170546,1.62474178759259,1.40636838814692,0.708162377817311,1.28065475273676,0.736015602356672,1.74577074236565,0.0265861898471518,0.715422769718649,0.991528383950238,1.53161955813819,0.531286595809838,1.42705384697312
"2014-06-01",0.681055330217278,2.02947294847286,1.08297466818853,1.92218137356593,1.73143011323298,-2.00441996085525,-0.119484929736374,-0.0760505154776834,-0.240289727567952,1.75089120727713,-1.2004366718248,-1.29798278394001,0.164064665707252,-0.717706721563989,1.03881222735101,1.53194421015188,1.27886173429574,1.71856770751167,0.473497205866064,1.81606492130853,1.72939666828001,-0.150028053321024,0.78756976781549,1.6236240015695,1.40557668010206,0.70796133446921,1.28001555385658,0.735801053471565,1.7444352095839,0.0265811600743648,0.715218266976476,0.991156606441685,1.53065086723807,0.531157791721185,1.42623469211592
"2014-06-02",0.680866903271491,2.02751082423874,1.08252993567695,1.92047672632425,1.73012234782665,-2.00252027002299,-0.119462026676606,-0.0760360601146286,-0.24024169390637,1.74954634647721,-1.19988287150473,-1.29732422584666,0.164032825427792,-0.717501199469795,1.03840402302348,1.53097539238301,1.27822478023938,1.71728405186265,0.473387653109762,1.81459032138913,1.72809273593938,-0.149999062206766,0.787328585267288,1.62250851964318,1.4047863077679,0.707760462268382,1.27937731124389,0.735586692121969,1.74310273749609,0.0265761331552079,0.715013939524474,0.99078524687077,1.52968401218991,0.531029081276267,1.39232869747853
"2014-06-03",0.680678632651981,2.02555438050333,1.08208575068352,1.91877660663016,1.72881754153279,-2.00062597070687,-0.119439136782165,-0.0760216129913081,-0.240193689039656,1.74820458017883,-1.19932983702951,-1.29666666925383,0.164001003679249,-0.717295853854062,1.03799629959381,1.3412373207886,1.27758877707898,1.71600326861247,0.473278176365474,1.81311930798493,1.72679174885743,-0.149970087892745,0.787087624186461,1.62139533390864,1.98903286091642,0.730866647934274,1.27874002251663,0.73537251803482,1.74177331442945,0.0265711090869836,0.714809787112351,0.990414304454991,1.52871898720213,0.530900464361662,1.3915558137062
"2014-06-04",0.680490518142695,2.02360358991022,1.08164211208567,1.91708099447704,1.72751568320866,-1.99873703745217,-0.119416260040443,-0.0760071740998969,-0.240145712939049,1.78116618869846,-1.19877756663556,-1.29601011162561,0.189271411964444,-0.717090684464352,1.03758905611847,1.34052843167134,1.86826662983736,1.7147253470645,0.473168775545335,1.81165186658083,1.72549369596303,-0.149941130362742,0.786846884234253,1.62028443649884,1.98717221544966,0.730654883991265,1.27810368530105,0.73515853093761,1.74044692877339,0.0265660878669984,0.714605809490315,0.990043778413896,1.52775578650868,0.53077194086414,1.39078421573874
"2014-06-05",0.680302559527999,2.0216584252871,1.08119901876407,1.91538986998178,1.7262167617702,-1.99685344497212,-0.119393396438847,-0.0759927434325804,-0.240097765575832,1.77976371541716,-1.52069515644405,-1.27565997727245,0.189234403018757,-0.716885691048732,1.03718229165653,1.33982066551234,1.86668363088075,1.71345027657781,0.473059450561623,1.81018798274387,1.72419856624325,-0.149912189600558,0.786606365072635,1.61917581958438,1.98531678229045,0.730443304034419,1.27746829723164,0.734944730558385,1.73912356897915,0.0265610694925619,0.714402006409074,0.989673667969075,1.52679440436891,0.530643510670667,1.39001390001483
"2014-06-06",0.680114756592675,2.01971885964414,1.08075646960258,1.91370321338389,1.72492076619159,-1.99497516814645,-0.119370545964804,-0.0759783209815545,-0.240049846921326,1.77836455011272,-1.5197447496096,-1.2750275449169,0.189197415774437,-0.647930049118586,1.03677600526962,1.33911401934982,1.86510464933424,1.75190026027307,0.472950201326757,1.8087276421226,1.72290634874294,-0.149883265590018,0.786366066364302,1.61806947537334,1.98346653714829,0.730231907797449,1.27683385595115,0.734731116625745,1.73780322355934,0.0265560539609876,0.714198377619833,0.989303972344154,1.52583483506746,0.530515173668394,1.38924486298692
"2014-06-07",0.679927109121921,2.01778486617244,1.08031446348827,1.91202100504444,1.72362768550488,-1.99310218202,-0.119347708605755,-0.0759639067390254,-0.240001956946893,1.77696867980139,-1.51879612270025,-1.27439605236165,0.189160450210283,-0.647756506610727,1.03637019602194,1.33840849023295,1.8635296682338,1.75055599536516,0.472841027753298,1.80727083044647,1.72161703256433,-0.149854358314966,0.786125987772668,1.61696539611101,1.98162145589085,0.730020695014613,1.27620035911049,0.734517688868843,1.73648588108756,0.0265510412695923,0.713994922874294,0.988934690764789,1.52487707291405,0.530386929744669,1.38847710112117
"2014-06-08",0.679739616901349,2.01585641824248,1.07987299931138,1.91034322544517,1.72233750879961,-1.9912344618013,-0.119324884349161,-0.0759495006972095,-0.239954095623934,1.77557609157065,-1.51784927016706,-1.27376549728135,0.189123506305122,-0.647583103488421,1.03596486298027,1.33770407522175,1.86195867071552,1.74921482044046,0.472731929753947,1.80581753352529,1.72033060686666,-0.14982546775927,0.785886128961867,1.61586357407967,1.9797815145427,0.729809665420704,1.27556780436873,0.734304447017381,1.73517153019791,0.0265460314156966,0.713791641924652,0.988565822458657,1.52392111224338,0.530258778787026,1.38771061089744
"2014-06-09",0.679552279716988,2.01393348940255,1.07943207596533,1.90866985518749,1.72105022522237,-1.98937198286124,-0.119302073182496,-0.0759351028483338,-0.23990626292389,1.77418677257872,-1.51690418648532,-1.2731358773587,0.189086584037813,-0.647409839565168,1.03556000521395,1.33700077138709,1.86039164001486,1.74787672367904,0.472622907241548,1.80436773724861,1.71904706086581,-0.14979659390682,0.785646489596751,1.61476400159839,1.97794668928392,0.729598818751052,1.27493618939305,0.73409139080161,1.73386015958466,0.0265410243966244,0.713588534523598,0.988197366655451,1.52296694741501,0.530130720683192,1.38694538880915
"2014-06-10",0.679365097355275,2.01201605337725,1.07899169234671,1.90700087499157,1.7197658239765,-1.98751472073167,-0.119279275093254,-0.0759207131846354,-0.239858458818244,1.77280071005403,-1.51596086615435,-1.27250719028439,0.18904968338724,-0.647236714654819,1.03515562179483,1.33629857581057,1.85882855946588,1.74654169332417,0.472513960129084,1.80292142758517,1.71776638383388,-0.149767736741526,0.785407069342885,1.61366667102274,1.97611695644887,0.729388154741521,1.27430551185873,0.733878519952331,1.7325517580018,0.0265360202097033,0.713385600424314,0.987829322586872,1.52201457281316,0.530002755321084,1.38618143136324
"2014-06-11",0.67917806960306,2.01010408406598,1.07855184735523,1.90533626569539,1.71848429432162,-1.98566265110404,-0.119256490068944,-0.0759063316983618,-0.239810683278516,1.77141789129478,-1.51501930369739,-1.27187943375711,0.189012804332319,-0.647063728571574,1.03475171179733,1.33559748558456,1.85726941250048,1.74520971768188,0.47240508832968,1.80147859058231,1.71648856509886,-0.149738896247321,0.785167867866548,1.61257157474466,1.97429229252489,0.729177673128511,1.27367576944906,0.733665834200888,1.73124631426263,0.0265310188522644,0.713182839380474,0.987461689486624,1.52106398284663,0.529874882588805,1.38541873508012
"2014-06-12",0.748578299752219,2.00819755554144,1.07811253989378,1.90367600825382,1.71720562557333,-1.98381574982809,-0.119233718097093,-0.0758919583817707,-0.239762936276267,1.77003830366841,-1.37102462536705,-1.32044791362077,0.188975946851993,-0.646890881129979,1.03434827429837,1.33489749781205,1.85571418264771,1.74388078512055,-0.506540368358093,1.76548066810594,1.75228717959139,-0.149710072408159,0.784928884834732,1.61147870519214,1.97247267415101,0.728967373648952,1.27304695985538,0.733453333279173,1.72994381723939,0.0265260203216421,0.712980251146241,0.987094466590404,1.52011517194861,0.529747102374651,1.38465729649358
"2014-06-13",0.748358446613436,1.86296050353805,1.09664315548658,1.90202008373771,1.71592980710279,-1.98197399291054,-0.119210959165242,-0.0758775932271301,-0.239715217783098,1.76866193461112,-1.37028161297292,-1.3197661204395,0.188939110925235,-0.646718172144926,1.03394530837741,1.33419860960668,1.85416285353302,1.74255488407048,-0.506420567523379,1.76411319007074,1.7509452068791,-0.149681265208016,0.784690119915136,1.61038805482908,1.97065807811673,0.728757256040307,1.27241908077695,0.733241016919618,1.72864425586282,0.0265210246151747,0.712777835476267,0.986727653135902,1.5191681345766,0.529619414567104,1.38389711215074
"2014-06-14",0.748138787092096,1.86139427220808,1.09618869821666,1.90036847333298,1.71465682833635,-1.98013735651374,-0.119188213260952,-0.0758632362267182,-0.239667527770648,1.76728877162741,-1.3695398074114,-1.31908538239196,0.188902296531046,-0.646545601431656,1.03354281311641,1.33350081809264,1.8526154088775,1.74123200302343,-0.506300851656958,1.76274888501188,1.74960631294954,-0.14965247463089,0.784451572776166,1.60929961615502,1.96884848136073,0.728547320040566,1.27179212992102,0.7330288848552,1.7273476191218,0.0265160317302037,0.712575592125692,0.986361248362784,1.51822286521223,0.529491819054834,1.38313817861197
"2014-06-15",0.74791932090416,1.85983198488473,1.09573480554069,1.89872115833972,1.71338667875522,-1.97830581695439,-0.119165480371798,-0.0758488873728236,-0.239619866210597,1.76591880228958,-1.36879920541896,-1.31840569675936,0.188865503648454,-0.646373168805752,1.03314078759982,1.33280412040466,1.85107183249721,1.73991213053228,-0.50618122065843,1.7613877406777,1.74827048604823,-0.149623700660799,0.784213243086936,1.60821338170495,1.9670438609697,0.728337565388249,1.27116610500269,0.732816936819435,1.72605389606294,0.0265110416640742,0.712373520850141,0.985995251512697,1.51727935836113,0.5293643157267,1.38238049245083
"2014-06-16",0.747700047766172,1.85827362504297,1.09528147629055,1.8970781201713,1.71211934789505,-1.97647935070228,-0.119142760485373,-0.0758345466577448,-0.239572233074663,1.76455201423728,-1.36805980374442,-1.31772706083272,0.188828732256519,-0.646200874083143,1.0327392309146,1.33210851368792,1.84953210830246,1.7385952552105,-0.506061674427565,1.7600297448827,1.74693771448342,-0.0087103598167879,0.836418852829914,1.60712934404909,1.96524419417705,0.728127991822403,1.27054100374497,0.732605172546378,1.72476307579019,0.0265060544141349,0.712171621405725,0.14588858163339,1.51633760855281,0.529236904471748,1.38162405025401
"2014-06-17",0.747480967395256,1.85671917625454,1.0948287093015,1.9353684473181,1.75045065773346,-1.97465793437898,-0.119120053589286,-0.0758202140737907,-0.239524628334606,1.76318839517702,-1.36732159914887,-1.31704947191278,0.188791982334328,-0.6460287170801,1.03233814215018,1.33141399509804,1.84799622029709,1.73728136573185,-0.505942212864295,1.75867488550701,1.74560798662567,-0.0087087228688223,0.836151684927678,1.60604749579266,1.96344945836178,0.7279185990826,1.26991682387868,0.732393591770624,1.72347514746448,0.0265010699777377,0.711969893549039,0.145860582948888,1.51539761034054,0.92078009578771,1.38086884862127
